clip_id,source,model,profile,prompt_id,pattern,register,technique,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__repeat_slow_mid__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_slow_mid,repeat_slow,mid,legato_slur,49,p,32,32,,V1,P1,1,1,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_slow_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_slow_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,231
r__repeat_low__t-legato_slur__d-f__p-constant__v-V2__take01,real,real_violin,constant,repeat_low,repeat,low,legato_slur,49,f,96,96,,V2,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_low__t-legato_slur__d-f__p-constant__v-V2__take01.wav,planned,232
r__repeat_slow_low__t-staccato__d-f__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_low,repeat_slow,low,staccato,40,f,96,96,,V1,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_slow_low__t-staccato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_low__t-staccato__d-f__p-constant__v-V1__take02.wav,planned,233
r__leap_mid__t-pizzicato__d-f__p-constant__v-V3__take01,real,real_violin,constant,leap_mid,leap,mid,pizzicato,43,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-pizzicato__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__leap_mid__t-pizzicato__d-f__p-constant__v-V3__take01.wav,planned,234
r__descend_high__t-legato_slur__d-mf__p-constant__v-V1__take01,real,real_violin,constant,descend_high,descend,high,legato_slur,49,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__descend_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__descend_high__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__descend_high__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,planned,235
r__repeat_high__t-legato_slur__d-f__p-constant__v-V2__take01,real,real_violin,constant,repeat_high,repeat,high,legato_slur,49,f,96,96,,V2,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-legato_slur__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_high__t-legato_slur__d-f__p-constant__v-V2__take01.wav,planned,236
r__scale_low__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,scale_low,scale,low,sustain,36,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__scale_low__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,237
r__leap_high__t-staccato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,leap_high,leap,high,staccato,40,mf,64,64,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__leap_high__t-staccato__d-mf__p-constant__v-V2__take02.wav,planned,238
r__scale_high__t-staccato__d-f__p-constant__v-V2__take01,real,real_violin,constant,scale_high,scale,high,staccato,40,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__scale_high__t-staccato__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__scale_high__t-staccato__d-f__p-constant__v-V2__take01.wav,planned,239
r__repeat_low__t-legato_slur__d-p__p-constant__v-V2__take02,real,real_violin,constant,repeat_low,repeat,low,legato_slur,49,p,32,32,,V2,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_low__t-legato_slur__d-p__p-constant__v-V2__take02.wav,planned,240
r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,repeat_mid,repeat,mid,pizzicato,43,mf,64,64,,V2,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V2__take02.wav,planned,241
r__scale_mid__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,staccato,40,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,242
r__repeat_low__t-pizzicato__d-f__p-constant__v-V2__take01,real,real_violin,constant,repeat_low,repeat,low,pizzicato,43,f,96,96,,V2,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-pizzicato__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_low__t-pizzicato__d-f__p-constant__v-V2__take01.wav,planned,243
r__repeat_slow_mid__t-staccato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_mid,repeat_slow,mid,staccato,40,mf,64,64,,V1,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_slow_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,planned,244
r__long_mid__t-pizzicato__d-p__p-constant__v-V2__take01,real,real_violin,constant,long_mid,long,mid,pizzicato,43,p,32,32,,V2,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__long_mid__t-pizzicato__d-p__p-constant__v-V2__take01.wav,planned,245
r__long_mid__t-staccato__d-p__p-constant__v-V2__take02,real,real_violin,constant,long_mid,long,mid,staccato,40,p,32,32,,V2,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__long_mid__t-staccato__d-p__p-constant__v-V2__take02.wav,planned,246
r__arpeggio_mid__t-staccato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,arpeggio_mid,arpeggio,mid,staccato,40,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__arpeggio_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__arpeggio_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__arpeggio_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,planned,247
r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take02,real,real_violin,constant,scale_high,scale,high,pizzicato,43,p,32,32,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take02.wav,planned,248
r__leap_high__t-legato_slur__d-f__p-constant__v-V3__take01,real,real_violin,constant,leap_high,leap,high,legato_slur,49,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__leap_high__t-legato_slur__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__leap_high__t-legato_slur__d-f__p-constant__v-V3__take01.wav,planned,249
r__long_mid__t-sustain__d-p__p-constant__v-V3__take02,real,real_violin,constant,long_mid,long,mid,sustain,36,p,32,32,,V3,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__long_mid__t-sustain__d-p__p-constant__v-V3__take02.wav,planned,250
r__descend_low__t-legato_slur__d-f__p-constant__v-V1__take02,real,real_violin,constant,descend_low,descend,low,legato_slur,49,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__descend_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__descend_low__t-legato_slur__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__descend_low__t-legato_slur__d-f__p-constant__v-V1__take02.wav,planned,251
r__descend_mid__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,descend_mid,descend,mid,sustain,36,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__descend_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__descend_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__descend_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,252
r__repeat_high__t-legato_slur__d-mf__p-constant__v-V2__take01,real,real_violin,constant,repeat_high,repeat,high,legato_slur,49,mf,64,64,,V2,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_high__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,planned,253
r__repeat_low__t-staccato__d-f__p-constant__v-V2__take02,real,real_violin,constant,repeat_low,repeat,low,staccato,40,f,96,96,,V2,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_low__t-staccato__d-f__p-constant__v-V2__take02.wav,planned,254
r__long_short_mid__t-staccato__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_short_mid,long_short,mid,staccato,40,p,32,32,,V1,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_short_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_short_mid__t-staccato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_short_mid__t-staccato__d-p__p-constant__v-V1__take02.wav,planned,255
r__long_mid__t-pizzicato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,long_mid,long,mid,pizzicato,43,mf,64,64,,V3,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__long_mid__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,planned,256
r__leap_low__t-sustain__d-mf__p-constant__v-V1__take01,real,real_violin,constant,leap_low,leap,low,sustain,36,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__leap_low__t-sustain__d-mf__p-constant__v-V1__take01.wav,planned,257
r__scale_low__t-sustain__d-p__p-constant__v-V3__take02,real,real_violin,constant,scale_low,scale,low,sustain,36,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__scale_low__t-sustain__d-p__p-constant__v-V3__take02.wav,planned,258
r__leap_low__t-staccato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,leap_low,leap,low,staccato,40,mf,64,64,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__leap_low__t-staccato__d-mf__p-constant__v-V2__take02.wav,planned,259
r__scale_low__t-sustain__d-p__p-constant__v-V2__take01,real,real_violin,constant,scale_low,scale,low,sustain,36,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__scale_low__t-sustain__d-p__p-constant__v-V2__take01.wav,planned,260
r__leap_mid__t-pizzicato__d-f__p-constant__v-V3__take02,real,real_violin,constant,leap_mid,leap,mid,pizzicato,43,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-pizzicato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__leap_mid__t-pizzicato__d-f__p-constant__v-V3__take02.wav,planned,261
r__long_high__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,sustain,36,p,32,32,,V1,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,262
r__arpeggio_high__t-staccato__d-p__p-constant__v-V1__take02,real,real_violin,constant,arpeggio_high,arpeggio,high,staccato,40,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__arpeggio_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__arpeggio_high__t-staccato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__arpeggio_high__t-staccato__d-p__p-constant__v-V1__take02.wav,planned,263
r__scale_low__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_low,scale,low,pizzicato,43,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,264
r__long_low__t-pizzicato__d-p__p-constant__v-V2__take02,real,real_violin,constant,long_low,long,low,pizzicato,43,p,32,32,,V2,P1,2,2,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_low__t-pizzicato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__long_low__t-pizzicato__d-p__p-constant__v-V2__take02.wav,planned,265
r__repeat_slow_low__t-staccato__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_low,repeat_slow,low,staccato,40,p,32,32,,V1,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_slow_low__t-staccato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_low__t-staccato__d-p__p-constant__v-V1__take02.wav,planned,266
r__long_high__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,legato_slur,49,p,32,32,,V1,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_high__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,267
r__leap_low__t-pizzicato__d-p__p-constant__v-V3__take02,real,real_violin,constant,leap_low,leap,low,pizzicato,43,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__leap_low__t-pizzicato__d-p__p-constant__v-V3__take02.wav,planned,268
r__repeat_slow_low__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_low,repeat_slow,low,legato_slur,49,p,32,32,,V1,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_slow_low__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_low__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,269
r__scale_low__t-staccato__d-p__p-constant__v-V3__take02,real,real_violin,constant,scale_low,scale,low,staccato,40,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__scale_low__t-staccato__d-p__p-constant__v-V3__take02.wav,planned,270
r__repeat_mid__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_mid,repeat,mid,sustain,36,p,32,32,,V1,P1,1,1,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__repeat_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,271
r__scale_low__t-staccato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,scale_low,scale,low,staccato,40,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__scale_low__t-staccato__d-mf__p-constant__v-V3__take02.wav,planned,272
r__scale_high__t-sustain__d-p__p-constant__v-V3__take01,real,real_violin,constant,scale_high,scale,high,sustain,36,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_high__t-sustain__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__scale_high__t-sustain__d-p__p-constant__v-V3__take01.wav,planned,273
r__long_mid__t-sustain__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,sustain,36,mf,64,64,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,planned,274
r__long_mid__t-legato_slur__d-p__p-constant__v-V2__take02,real,real_violin,constant,long_mid,long,mid,legato_slur,49,p,32,32,,V2,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__long_mid__t-legato_slur__d-p__p-constant__v-V2__take02.wav,planned,275
r__scale_high__t-staccato__d-p__p-constant__v-V3__take02,real,real_violin,constant,scale_high,scale,high,staccato,40,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-staccato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__scale_high__t-staccato__d-p__p-constant__v-V3__take02.wav,planned,276
r__long_mid__t-pizzicato__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,pizzicato,43,f,96,96,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-pizzicato__d-f__p-constant__v-V1__take01.wav,planned,277
r__scale_mid__t-pizzicato__d-p__p-constant__v-V3__take01,real,real_violin,constant,scale_mid,scale,mid,pizzicato,43,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__scale_mid__t-pizzicato__d-p__p-constant__v-V3__take01.wav,planned,278
r__repeat_low__t-pizzicato__d-f__p-constant__v-V3__take02,real,real_violin,constant,repeat_low,repeat,low,pizzicato,43,f,96,96,,V3,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-pizzicato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_low__t-pizzicato__d-f__p-constant__v-V3__take02.wav,planned,279
r__scale_low__t-staccato__d-f__p-constant__v-V1__take02,real,real_violin,constant,scale_low,scale,low,staccato,40,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__scale_low__t-staccato__d-f__p-constant__v-V1__take02.wav,planned,280
